sage: A = random_matrix(QQ,50,50,num_bound=100,den_bound=100)
sage: Y = random_matrix(QQ,50,1,num_bound=100,den_bound=100)
sage: cProfile.run("sol = A.solve_right(Y)")
         230876 function calls (230588 primitive calls) in 1.956 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:93(_path_isfile)
        1    0.000    0.000    1.956    1.956 <string>:1(<module>)
        2    0.000    0.000    0.000    0.000 <string>:1(__new__)
        1    0.000    0.000    0.000    0.000 __init__.py:19(isfunction)
      670    0.001    0.000    0.001    0.000 additive_magmas.py:209(__init_extra__)
        1    0.000    0.000    0.000    0.000 bimodules.py:123(left_base_ring)
        1    0.000    0.000    0.000    0.000 bimodules.py:135(right_base_ring)
        1    0.000    0.000    0.001    0.001 bimodules.py:161(super_categories)
        1    0.000    0.000    0.001    0.001 bimodules.py:39(__init__)
        3    0.000    0.000    0.000    0.000 bimodules.py:58(_make_named_class_key)
     13/9    0.000    0.000    0.004    0.000 category.py:1015(_super_categories_for_classes)
    38/20    0.001    0.000    0.008    0.000 category.py:1479(_make_named_class)
  138/110    0.000    0.000    0.001    0.000 category.py:1601(<genexpr>)
    15/11    0.000    0.000    0.006    0.001 category.py:1606(subcategory_class)
     12/9    0.000    0.000    0.002    0.000 category.py:1647(parent_class)
     13/1    0.000    0.000    0.002    0.002 category.py:1692(element_class)
     6114    0.011    0.000    0.029    0.000 category.py:1781(is_subcategory)
      4/1    0.000    0.000    0.000    0.000 category.py:1990(axioms)
     24/5    0.000    0.000    0.000    0.000 category.py:2008(<genexpr>)
    38/14    0.000    0.000    0.004    0.000 category.py:2012(_with_axiom_as_tuple)
    95/33    0.000    0.000    0.001    0.000 category.py:2060(<genexpr>)
        8    0.000    0.000    0.005    0.001 category.py:2069(_with_axiom)
      680    0.004    0.000    0.053    0.000 category.py:2306(join)
      336    0.002    0.000    0.005    0.000 category.py:2511(category)
        8    0.000    0.000    0.000    0.000 category.py:2583(is_Category)
    27/17    0.000    0.000    0.008    0.000 category.py:2715(_make_named_class)
        6    0.000    0.000    0.001    0.000 category.py:2876(_subcategory_hook_)
        6    0.000    0.000    0.003    0.000 category.py:2943(__init__)
       21    0.000    0.000    0.000    0.000 category.py:2964(<genexpr>)
       11    0.000    0.000    0.002    0.000 category.py:2973(_make_named_class_key)
       41    0.000    0.000    0.001    0.000 category.py:3003(<genexpr>)
     1009    0.001    0.000    0.001    0.000 category.py:3005(super_categories)
      679    0.002    0.000    0.004    0.000 category.py:3054(is_subcategory)
        1    0.000    0.000    0.001    0.001 category.py:3071(_with_axiom)
        1    0.000    0.000    0.001    0.001 category.py:3101(<listcomp>)
  352/348    0.002    0.000    0.010    0.000 category.py:419(__classcall__)
    15/11    0.000    0.000    0.008    0.001 category.py:450(__init__)
     6317    0.012    0.000    0.019    0.000 category.py:648(_subcategory_hook_)
      344    0.002    0.000    0.052    0.000 category.py:710(__classcontains__)
    12772    0.022    0.000    0.037    0.000 category.py:750(<genexpr>)
     13/9    0.000    0.000    0.004    0.000 category.py:845(_all_super_categories)
       13    0.000    0.000    0.000    0.000 category.py:870(<listcomp>)
        2    0.000    0.000    0.000    0.000 category.py:880(_all_super_categories_proper)
        2    0.000    0.000    0.000    0.000 category.py:905(_set_of_super_categories)
      336    0.000    0.000    0.000    0.000 category.py:938(all_super_categories)
     13/9    0.000    0.000    0.004    0.000 category.py:990(_super_categories)
      6/3    0.000    0.000    0.005    0.002 category_types.py:167(__init__)
       18    0.000    0.000    0.000    0.000 category_types.py:206(_make_named_class_key)
       15    0.000    0.000    0.000    0.000 category_types.py:255(base)
      6/3    0.000    0.000    0.005    0.002 category_types.py:334(__init__)
       15    0.000    0.000    0.000    0.000 category_types.py:350(base_ring)
       24    0.000    0.000    0.001    0.000 category_types.py:363(_subcategory_hook_)
      7/5    0.000    0.000    0.003    0.001 category_with_axiom.py:1966(__classcall__)
        7    0.000    0.000    0.000    0.000 category_with_axiom.py:2006(__classget__)
        2    0.000    0.000    0.000    0.000 category_with_axiom.py:2122(extra_super_categories)
      3/2    0.000    0.000    0.002    0.001 category_with_axiom.py:2135(super_categories)
      6/4    0.000    0.000    0.001    0.000 category_with_axiom.py:2175(<genexpr>)
        4    0.000    0.000    0.000    0.000 category_with_axiom.py:2441(axioms)
       48    0.000    0.000    0.000    0.000 category_with_axiom.py:2486(<genexpr>)
      3/2    0.000    0.000    0.003    0.001 category_with_axiom.py:2493(__init__)
        3    0.000    0.000    0.000    0.000 copy.py:66(copy)
     1392    0.007    0.000    0.014    0.000 dynamic_class.py:127(dynamic_class)
       59    0.005    0.000    0.006    0.000 dynamic_class.py:346(dynamic_class_internal)
      180    0.000    0.000    0.000    0.000 dynamic_class.py:445(<genexpr>)
     2577    0.003    0.000    0.003    0.000 enumerated_sets.py:825(_some_elements_from_iterator)
      337    0.003    0.000    0.008    0.000 fields.py:63(__contains__)
      334    0.000    0.000    0.000    0.000 finite_sets.py:42(is_finite)
        2    0.000    0.000    0.000    0.000 free_module.py:631(is_FreeModule)
        2    0.000    0.000    0.000    0.000 groupoid.py:34(__init__)
        2    0.000    0.000    0.000    0.000 groupoid.py:61(_make_named_class_key)
      334    0.001    0.000    0.006    0.000 ideal.py:1400(__init__)
      334    0.003    0.000    0.005    0.000 ideal.py:237(__init__)
      334    0.001    0.000    0.001    0.000 ideal.py:260(<listcomp>)
        1    0.000    0.000    0.000    0.000 ideal_monoid.py:18(IdealMonoid)
        1    0.000    0.000    0.000    0.000 ideal_monoid.py:49(__init__)
        2    0.000    0.000    0.000    0.000 inspect.py:1016(getargs)
        2    0.000    0.000    0.000    0.000 inspect.py:1026(_getfullargs)
        2    0.000    0.000    0.000    0.000 inspect.py:252(iscode)
       10    0.000    0.000    0.000    0.000 inspect.py:478(getmro)
       15    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
      334    0.000    0.000    0.000    0.000 integer_mod_ring.py:1022(characteristic)
      334    0.001    0.000    0.002    0.000 integer_mod_ring.py:1035(_repr_)
    29226    0.026    0.000    0.026    0.000 integer_mod_ring.py:1082(order)
      334    0.002    0.000    0.095    0.000 integer_mod_ring.py:191(get_object)
      334    0.000    0.000    0.000    0.000 integer_mod_ring.py:199(create_key_and_extra_args)
      334    0.004    0.000    0.087    0.000 integer_mod_ring.py:215(create_object)
      334    0.001    0.000    0.001    0.000 integer_mod_ring.py:236(is_IntegerModRing)
      334    0.004    0.000    0.083    0.000 integer_mod_ring.py:431(__init__)
      334    0.004    0.000    0.044    0.000 integer_mod_ring.py:676(is_field)
        1    0.000    0.000    0.000    0.000 left_modules.py:34(super_categories)
      335    0.003    0.000    0.014    0.000 magmas.py:817(__init_extra__)
      672    0.006    0.000    0.014    0.000 matrix_space.py:101(get_matrix_class)
        2    0.000    0.000    0.000    0.000 matrix_space.py:1537(dimension)
      341    0.000    0.000    0.000    0.000 matrix_space.py:1684(is_sparse)
    29240    0.026    0.000    0.026    0.000 matrix_space.py:1924(ncols)
    29240    0.028    0.000    0.028    0.000 matrix_space.py:1936(nrows)
        2    0.014    0.007    0.070    0.035 matrix_space.py:2048(_an_element_)
      672    0.010    0.000    0.129    0.000 matrix_space.py:446(__classcall__)
      336    0.013    0.000    0.097    0.000 matrix_space.py:512(__init__)
        3    0.001    0.000    0.001    0.000 matrix_space.py:752(__call__)
        2    0.000    0.000    0.000    0.000 matrix_space.py:82(is_MatrixSpace)
       84    0.000    0.000    0.000    0.000 matrix_space.py:851(change_ring)
        2    0.002    0.001    0.076    0.038 matrix_space.py:916(_get_action_)
      418    0.008    0.000    0.021    0.000 misc.py:1196(previous_prime)
    14112    0.033    0.000    0.033    0.000 misc.py:1874(xgcd)
     3631    0.015    0.000    0.031    0.000 misc.py:273(cputime)
       84    0.001    0.000    0.074    0.001 misc.py:3276(CRT_basis)
       84    0.039    0.000    0.071    0.001 misc.py:3317(<listcomp>)
     3349    0.006    0.000    0.013    0.000 misc.py:475(is_prime)
     3631    0.008    0.000    0.039    0.000 misc.py:503(verbose)
      336    0.003    0.000    0.017    0.000 modules.py:113(__classcall_private__)
        1    0.000    0.000    0.002    0.002 modules.py:158(super_categories)
        2    0.000    0.000    0.002    0.001 modules.py:331(FiniteDimensional)
        2    0.000    0.000    0.001    0.001 modules.py:461(WithBasis)
        1    0.000    0.000    0.000    0.000 modules.py:486(extra_super_categories)
        1    0.000    0.000    0.000    0.000 ncpus.py:37(ncpus)
        1    0.000    0.000    0.000    0.000 os.py:673(__getitem__)
        1    0.000    0.000    0.000    0.000 os.py:751(encode)
        1    0.000    0.000    0.000    0.000 os.py:755(decode)
      334    0.001    0.000    0.001    0.000 parallelism.py:250(get)
        1    0.000    0.000    0.000    0.000 parallelism.py:88(__init__)
        1    0.000    0.000    0.000    0.000 proof.py:169(get_flag)
      334    0.001    0.000    0.002    0.000 quotient_ring.py:1100(ngens)
      334    0.002    0.000    0.061    0.000 quotient_ring.py:1281(__init__)
      334    0.015    0.000    0.035    0.000 quotient_ring.py:416(__init__)
      334    0.000    0.000    0.000    0.000 quotient_ring.py:896(cover_ring)
     2577    0.042    0.000    0.043    0.000 rational_field.py:1129(some_elements)
        1    0.000    0.000    0.000    0.000 right_modules.py:34(super_categories)
        2    0.000    0.000    0.000    0.000 sageinspect.py:1399(sage_getargspec)
        2    0.000    0.000    0.000    0.000 sageinspect.py:1862(_sage_getdoc_unformatted)
        2    0.000    0.000    0.000    0.000 sageinspect.py:279(_extract_embedded_signature)
        2    0.000    0.000    0.000    0.000 sets_cat.py:1749(is_finite)
        1    0.000    0.000    0.000    0.000 sets_cat.py:722(Finite)
        1    0.000    0.000    0.001    0.001 sets_cat.py:742(Infinite)
        2    0.000    0.000    0.002    0.001 sets_cat.py:762(Enumerated)
      336    0.001    0.000    0.003    0.000 sets_cat.py:945(_element_constructor_)
  351/340    0.002    0.000    0.102    0.000 unique_representation.py:994(__classcall__)
        1    0.000    0.000    0.000    0.000 vector_spaces.py:39(__classcall_private__)
        2    0.000    0.000    0.000    0.000 vt100_input.py:278(_input_parser_generator)
      766    0.002    0.000    0.003    0.000 weakref.py:336(__new__)
      752    0.002    0.000    0.002    0.000 weakref.py:341(__init__)
      770    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x7fdaf5917a40}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        1    0.003    0.003    0.003    0.003 {built-in method _imp.create_dynamic}
        1    0.001    0.001    0.001    0.001 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        2    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        2    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.004    0.004 {built-in method builtins.__import__}
       65    0.000    0.000    0.001    0.000 {built-in method builtins.all}
      337    0.011    0.000    0.048    0.000 {built-in method builtins.any}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    1.956    1.956 {built-in method builtins.exec}
  240/195    0.001    0.000    0.002    0.000 {built-in method builtins.getattr}
     4855    0.016    0.000    0.019    0.000 {built-in method builtins.hasattr}
    22765    0.026    0.000    0.026    0.000 {built-in method builtins.isinstance}
     6368    0.007    0.000    0.007    0.000 {built-in method builtins.issubclass}
     6239    0.005    0.000    0.005    0.000 {built-in method builtins.len}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       26    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        2    0.000    0.000    0.000    0.000 {built-in method posix.stat}
     3631    0.011    0.000    0.011    0.000 {built-in method resource.getrusage}
      688    0.003    0.000    0.004    0.000 {built-in method sage.categories.category_cy_helper._flatten_categories}
      700    0.011    0.000    0.038    0.000 {built-in method sage.categories.category_cy_helper._sort_uniq}
        9    0.001    0.000    0.004    0.000 {built-in method sage.categories.category_cy_helper.join_as_tuple}
      668    0.001    0.000    0.001    0.000 {built-in method sage.cpython.getattr.raw_getattr}
       13    0.000    0.000    0.000    0.000 {built-in method sage.misc.c3_controlled.C3_sorted_merge}
      336    0.001    0.000    0.001    0.000 {built-in method sage.rings.ring._is_Field}
      334    0.001    0.000    0.023    0.000 {built-in method sage.structure.category_object.check_default_category}
      334    0.004    0.000    0.093    0.000 {function IntegerModFactory.get_object at 0x7fdaeac1d598}
      668    0.001    0.000    0.001    0.000 {method '_is_category_initialized' of 'sage.structure.category_object.CategoryObject' objects}
        1    0.000    0.000    0.000    0.000 {method '_populate_coercion_lists_' of 'sage.structure.parent.Parent' objects}
      334    0.005    0.000    0.034    0.000 {method '_refine_category_' of 'sage.structure.parent.Parent' objects}
      104    0.000    0.000    0.000    0.000 {method 'an_element' of 'sage.structure.parent.Parent' objects}
     5100    0.004    0.000    0.004    0.000 {method 'append' of 'list' objects}
       52    0.000    0.000    0.000    0.000 {method 'base' of 'sage.structure.category_object.CategoryObject' objects}
      334    0.000    0.000    0.000    0.000 {method 'base_ring' of 'sage.structure.category_object.CategoryObject' objects}
      336    0.001    0.000    0.001    0.000 {method 'categories' of 'sage.structure.category_object.CategoryObject' objects}
     1004    0.001    0.000    0.001    0.000 {method 'category' of 'sage.rings.ring.Ring' objects}
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
      350    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
      339    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
      334    0.005    0.000    0.015    0.000 {method 'ideal' of 'sage.rings.ring.Ring' objects}
      668    0.001    0.000    0.001    0.000 {method 'ideal_monoid' of 'sage.rings.ring.CommutativeRing' objects}
        1    0.000    0.000    0.000    0.000 {method 'is_commutative' of 'sage.rings.ring.CommutativeRing' objects}
     3683    0.009    0.000    0.009    0.000 {method 'is_prime' of 'sage.rings.integer.Integer' objects}
        1    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        2    0.000    0.000    0.001    0.000 {method 'matrix' of 'sage.matrix.args.MatrixArgs' objects}
      334    0.000    0.000    0.000    0.000 {method 'ngens' of 'sage.rings.integer_ring.IntegerRing_class' objects}
     1455    0.002    0.000    0.002    0.000 {method 'rpartition' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        1    1.388    1.388    1.956    1.956 {method 'solve_right' of 'sage.matrix.matrix2.Matrix' objects}
        2    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
  351/340    0.002    0.000    0.100    0.000 {sage.misc.classcall_metaclass.typecall}
       84    0.002    0.000    0.002    0.000 {sage.misc.misc_c.prod}
      334    0.000    0.000    0.000    0.000 {sage.rings.finite_rings.finite_field_base.is_FiniteField}
      668    0.002    0.000    0.002    0.000 {sage.rings.finite_rings.integer_mod.IntegerMod}

NORMALIZ
sage: cProfile.run("poly = poly_solve(A,Y)")
         38651 function calls (35870 primitive calls) in 18.292 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2818    0.005    0.000    0.009    0.000 <frozen importlib._bootstrap>:1009(_handle_fromlist)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:103(release)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:147(__enter__)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:151(__exit__)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:176(cb)
     10/6    0.000    0.000    1.115    0.186 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
       70    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:307(__init__)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:311(__enter__)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:318(__exit__)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:321(<genexpr>)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:369(__init__)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:403(cached)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:416(parent)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
        6    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:504(_init_module_attrs)
        6    0.000    0.000    1.112    0.185 <frozen importlib._bootstrap>:576(module_from_spec)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
      6/4    0.000    0.000    1.118    0.279 <frozen importlib._bootstrap>:663(_load_unlocked)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:719(find_spec)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:78(acquire)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:792(find_spec)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:855(__enter__)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:859(__exit__)
        6    0.000    0.000    0.003    0.001 <frozen importlib._bootstrap>:882(_find_spec)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:929(_sanity_check)
      6/4    0.000    0.000    1.120    0.280 <frozen importlib._bootstrap>:948(_find_and_load_unlocked)
      6/4    0.000    0.000    1.121    0.280 <frozen importlib._bootstrap>:978(_find_and_load)
        1    0.000    0.000    0.023    0.023 <frozen importlib._bootstrap>:994(_gcd_import)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1029(__init__)
        4    0.000    0.000    1.111    0.278 <frozen importlib._bootstrap_external>:1040(create_module)
      4/3    0.000    0.000    1.087    0.362 <frozen importlib._bootstrap_external>:1048(exec_module)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1203(_path_importer_cache)
        6    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1240(_get_spec)
        6    0.000    0.000    0.003    0.001 <frozen importlib._bootstrap_external>:1272(find_spec)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1351(_get_spec)
       14    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1356(find_spec)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:271(cache_from_source)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:369(_get_cached)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:40(_relax_case)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:401(_check_name_wrapper)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:438(_classify_pyc)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:471(_validate_timestamp_pyc)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:51(_r_long)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:523(_compile_bytecode)
       56    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:56(_path_join)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:574(spec_from_file_location)
       56    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:58(<listcomp>)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:62(_path_split)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:719(create_module)
        2    0.000    0.000    0.022    0.011 <frozen importlib._bootstrap_external>:722(exec_module)
       22    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:74(_path_stat)
        2    0.000    0.000    0.002    0.001 <frozen importlib._bootstrap_external>:793(get_code)
        6    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:84(_path_is_mode_type)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:884(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:909(get_filename)
        2    0.000    0.000    0.002    0.001 <frozen importlib._bootstrap_external>:914(get_data)
        6    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:93(_path_isfile)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:951(path_stats)
        1    0.000    0.000   18.292   18.292 <string>:1(<module>)
        5    0.000    0.000    0.000    0.000 <string>:1(__new__)
        1    0.000    0.000   18.292   18.292 <string>:1(poly_solve)
        1    0.009    0.009   18.291   18.291 <string>:32(make_poly)
        1    0.000    0.000    0.002    0.002 <string>:47(<listcomp>)
        1    0.000    0.000    0.000    0.000 <string>:81(get_poly_verts)
        1    0.000    0.000    0.020    0.020 PyNormaliz.py:3(<module>)
        1    0.000    0.000    0.000    0.000 PyNormaliz.py:7(Cone)
        1    0.000    0.000    0.000    0.000 __init__.py:109(__init__)
        1    0.000    0.000    0.023    0.023 __init__.py:109(import_module)
        1    0.000    0.000    0.023    0.023 __init__.py:123(is_present)
        1    0.000    0.000    0.023    0.023 __init__.py:176(require)
        4    0.000    0.000    0.000    0.000 __init__.py:19(isfunction)
        1    0.000    0.000    0.000    0.000 __init__.py:205(resolution)
        1    0.000    0.000    0.000    0.000 __init__.py:302(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:315(__bool__)
        1    0.000    0.000    0.000    0.000 __init__.py:577(__init__)
        1    0.000    0.000    0.023    0.023 __init__.py:588(_is_present)
        1    0.000    0.000    0.000    0.000 __init__.py:65(__call__)
        1    0.000    0.000    0.000    0.000 __init__.py:81(__classcall__)
        3    0.000    0.000    0.000    0.000 additive_magmas.py:209(__init_extra__)
        1    0.000    0.000   17.144   17.144 backend_normaliz.py:207(__init__)
        6    0.000    0.000   11.640    1.940 backend_normaliz.py:240(_nmz_result)
        1    0.000    0.000   11.651   11.651 backend_normaliz.py:282(_init_from_normaliz_cone)
   2654/2    0.012    0.000    0.028    0.014 backend_normaliz.py:306(_convert_to_pynormaliz)
     53/2    0.003    0.000    0.028    0.014 backend_normaliz.py:341(<listcomp>)
        1    0.000    0.000   17.128   17.128 backend_normaliz.py:351(_init_from_normaliz_data)
        1    0.000    0.000    5.477    5.477 backend_normaliz.py:382(_cone_from_normaliz_data)
        1    0.000    0.000   17.144   17.144 backend_normaliz.py:560(_init_from_Hrepresentation)
        1    0.000    0.000    0.016    0.016 backend_normaliz.py:606(nmz_ieqs_eqns_QQ)
       50    0.002    0.000    0.014    0.000 backend_normaliz.py:616(<listcomp>)
       50    0.001    0.000    0.002    0.000 backend_normaliz.py:617(<listcomp>)
        1    0.000    0.000    0.016    0.016 backend_normaliz.py:792(_compute_nmz_data_lists_and_field)
        1    0.000    0.000    0.006    0.006 backend_normaliz.py:848(_init_Vrepresentation_from_normaliz)
        1    0.003    0.003    0.003    0.003 backend_normaliz.py:872(<listcomp>)
        1    0.000    0.000   11.635   11.635 backend_normaliz.py:879(_init_Hrepresentation_from_normaliz)
